0.184	0.821	-2.363
0.185	0.821	-2.373
0.186	0.821	-2.376
0.187	0.818	-2.384
0.188	0.818	-2.378
0.189	0.813	-2.386
0.190	0.821	-2.396
0.191	0.813	-2.399
0.192	0.813	-2.412
0.193	0.806	-2.417
0.194	0.806	-2.429
0.195	0.806	-2.427
0.196	0.806	-2.440
0.197	0.813	-2.442
0.198	0.806	-2.452
0.199	0.813	-2.460
0.200	0.806	-2.468
0.201	0.813	-2.473
0.202	0.811	-2.473
0.203	0.811	-2.486
0.204	0.813	-2.488
0.205	0.811	-2.491
0.206	0.811	-2.506
0.207	0.811	-2.511
0.208	0.813	-2.514
0.209	0.808	-2.527
0.210	0.816	-2.529
0.211	0.813	-2.529
0.212	0.813	-2.539
0.213	0.813	-2.544
0.214	0.813	-2.549
0.215	0.811	-2.570
0.216	0.811	-2.567
0.217	0.813	-2.572
0.218	0.811	-2.578
0.219	0.803	-2.580
0.220	0.803	-2.598
0.221	0.811	-2.598
0.222	0.803	-2.603
0.223	0.808	-2.611
0.224	0.803	-2.618
0.225	0.806	-2.629
0.226	0.803	-2.631
0.227	0.806	-2.639
0.228	0.803	-2.649
0.229	0.806	-2.652
0.230	0.800	-2.657
0.231	0.800	-2.672
0.232	0.798	-2.672
0.233	0.800	-2.682
0.234	0.798	-2.682
0.235	0.798	-2.692
0.236	0.798	-2.703
0.237	0.790	-2.703
0.238	0.798	-2.710
0.239	0.795	-2.718
0.240	0.793	-2.721
0.241	0.790	-2.736
0.242	0.790	-2.723
0.243	0.788	-2.738
0.244	0.788	-2.738
0.245	0.788	-2.746
0.246	0.793	-2.751
0.247	0.785	-2.756
0.248	0.793	-2.756
0.249	0.788	-2.761
0.250	0.793	-2.766
0.251	0.793	-2.764
0.252	0.793	-2.772
0.253	0.793	-2.774
0.254	0.788	-2.779
0.255	0.795	-2.777
0.256	0.790	-2.777
0.257	0.793	-2.782
0.258	0.790	-2.787
0.259	0.793	-2.787
0.260	0.790	-2.792
0.261	0.798	-2.789
0.262	0.798	-2.789
0.263	0.798	-2.784
0.264	0.793	-2.789
0.265	0.798	-2.792
0.266	0.795	-2.797
0.267	0.793	-2.787
0.268	0.803	-2.789
0.269	0.798	-2.787
0.270	0.803	-2.789
0.271	0.808	-2.787
0.272	0.806	-2.789
0.273	0.811	-2.787
0.274	0.811	-2.787
0.275	0.811	-2.789
0.276	0.813	-2.789
0.277	0.813	-2.787
0.278	0.818	-2.789
0.279	0.818	-2.779
0.280	0.818	-2.779
0.281	0.821	-2.777
0.282	0.821	-2.779
0.283	0.823	-2.774
0.284	0.829	-2.777
0.285	0.826	-2.777
0.286	0.831	-2.769
0.287	0.839	-2.774
0.288	0.834	-2.766
0.289	0.844	-2.761
0.290	0.841	-2.756
0.291	0.849	-2.756
0.292	0.846	-2.756
0.293	0.854	-2.754
0.294	0.857	-2.756
0.295	0.859	-2.754
0.296	0.864	-2.741
0.297	0.867	-2.746
0.298	0.869	-2.738
0.299	0.872	-2.736
0.300	0.875	-2.738
0.301	0.877	-2.736
0.302	0.882	-2.731
0.303	0.885	-2.731
0.304	0.882	-2.728
0.305	0.892	-2.728
0.306	0.895	-2.728
0.307	0.895	-2.731
0.308	0.900	-2.723
0.309	0.903	-2.718
0.310	0.905	-2.728
0.311	0.910	-2.723
0.312	0.910	-2.726
0.313	0.915	-2.728
0.314	0.918	-2.713
0.315	0.923	-2.718
0.316	0.926	-2.713
0.317	0.923	-2.715
0.318	0.933	-2.723
0.319	0.928	-2.718
0.320	0.941	-2.723
0.321	0.936	-2.721
0.322	0.938	-2.726
0.323	0.943	-2.723
0.324	0.943	-2.728
0.325	0.949	-2.723
0.326	0.951	-2.733
0.327	0.949	-2.731
0.328	0.959	-2.733
0.329	0.954	-2.733
0.330	0.964	-2.744
0.331	0.961	-2.746
0.332	0.972	-2.746
0.333	0.966	-2.749
0.334	0.977	-2.754
0.335	0.972	-2.756
0.336	0.974	-2.764
0.337	0.979	-2.759
0.338	0.982	-2.772
0.339	0.982	-2.772
0.340	0.984	-2.777
0.341	0.989	-2.784
0.342	0.992	-2.782
0.343	0.992	-2.795
0.344	0.994	-2.795
0.345	0.997	-2.807
0.346	1.000	-2.802
0.347	1.005	-2.815
0.348	1.002	-2.812
0.349	1.005	-2.823
0.350	1.010	-2.825
0.351	1.012	-2.833
0.352	1.023	-2.843
0.353	1.017	-2.851
0.354	1.023	-2.856
0.355	1.017	-2.869
0.356	1.028	-2.874
0.357	1.023	-2.879
0.358	1.033	-2.884
0.359	1.033	-2.892
0.360	1.033	-2.899
0.361	1.035	-2.904
0.362	1.043	-2.909
0.363	1.040	-2.920
0.364	1.043	-2.927
0.365	1.048	-2.930
0.366	1.051	-2.945
0.367	1.051	-2.945
0.368	1.051	-2.961
0.369	1.053	-2.971
0.370	1.051	-2.978
0.371	1.058	-2.989
0.372	1.053	-2.996
0.373	1.058	-3.006
0.374	1.056	-3.017
0.375	1.061	-3.027
0.376	1.056	-3.037
0.377	1.063	-3.045
0.378	1.056	-3.055
0.379	1.063	-3.070
0.380	1.061	-3.083
0.381	1.058	-3.086
0.382	1.063	-3.111
0.383	1.061	-3.109
0.384	1.063	-3.126
0.385	1.058	-3.134
0.386	1.066	-3.152
0.387	1.061	-3.162
0.388	1.066	-3.175
0.389	1.066	-3.183
0.390	1.061	-3.203
0.391	1.069	-3.213
0.392	1.063	-3.223
0.393	1.069	-3.236
0.394	1.063	-3.246
0.395	1.069	-3.259
0.396	1.069	-3.269
0.397	1.066	-3.285
0.398	1.069	-3.295
0.399	1.066	-3.308
0.400	1.069	-3.323
0.401	1.066	-3.336
0.402	1.063	-3.349
0.403	1.066	-3.359
0.404	1.066	-3.382
0.405	1.066	-3.382
0.406	1.066	-3.397
0.407	1.066	-3.415
0.408	1.074	-3.430
0.409	1.069	-3.438
0.410	1.074	-3.453
0.411	1.069	-3.466
0.412	1.074	-3.479
0.413	1.071	-3.489
0.414	1.079	-3.499
0.415	1.074	-3.512
0.416	1.079	-3.520
0.417	1.084	-3.535
0.418	1.076	-3.543
0.419	1.081	-3.555
0.420	1.084	-3.571
0.421	1.084	-3.578
0.422	1.081	-3.589
0.423	1.076	-3.601
0.424	1.084	-3.609
0.425	1.079	-3.622
0.426	1.086	-3.629
0.427	1.079	-3.642
0.428	1.079	-3.658
0.429	1.076	-3.663
0.430	1.074	-3.678
0.431	1.081	-3.691
0.432	1.074	-3.701
0.433	1.076	-3.716
0.434	1.081	-3.724
0.435	1.076	-3.737
0.436	1.086	-3.744
0.437	1.084	-3.755
0.438	1.089	-3.765
0.439	1.086	-3.772
0.440	1.089	-3.778
0.441	1.089	-3.785
0.442	1.086	-3.798
0.443	1.092	-3.803
0.444	1.094	-3.813
0.445	1.094	-3.821
0.446	1.092	-3.831
0.447	1.089	-3.844
0.448	1.089	-3.854
0.449	1.092	-3.864
0.450	1.086	-3.869
0.451	1.094	-3.885
0.452	1.094	-3.895
0.453	1.092	-3.903
0.454	1.089	-3.913
0.455	1.099	-3.923
0.456	1.092	-3.931
0.457	1.099	-3.941
0.458	1.099	-3.941
0.459	1.107	-3.956
0.460	1.109	-3.966
0.461	1.104	-3.974
0.462	1.109	-3.977
0.463	1.109	-3.989
0.464	1.109	-3.997
0.465	1.112	-4.000
0.466	1.109	-4.012
0.467	1.117	-4.023
0.468	1.112	-4.028
0.469	1.114	-4.043
0.470	1.114	-4.051
0.471	1.109	-4.061
0.472	1.117	-4.074
0.473	1.114	-4.081
0.474	1.114	-4.092
0.475	1.117	-4.102
0.476	1.117	-4.117
0.477	1.120	-4.122
0.478	1.120	-4.132
0.479	1.125	-4.140
0.480	1.125	-4.155
0.481	1.132	-4.163
0.482	1.127	-4.176
0.483	1.130	-4.183
0.484	1.132	-4.196
0.485	1.135	-4.201
0.486	1.135	-4.212
0.487	1.137	-4.227
0.488	1.145	-4.237
0.489	1.143	-4.247
0.490	1.150	-4.255
0.491	1.153	-4.260
0.492	1.158	-4.275
0.493	1.158	-4.280
0.494	1.160	-4.288
0.495	1.160	-4.301
0.496	1.168	-4.314
0.497	1.171	-4.319
0.498	1.171	-4.326
0.499	1.173	-4.337
0.500	1.171	-4.347
0.501	1.178	-4.349
0.502	1.178	-4.357
0.503	1.178	-4.372
0.504	1.181	-4.377
0.505	1.183	-4.388
0.506	1.189	-4.398
0.507	1.189	-4.406
0.508	1.191	-4.416
0.509	1.189	-4.431
0.510	1.199	-4.431
0.511	1.191	-4.441
0.512	1.201	-4.449
0.513	1.196	-4.459
0.514	1.209	-4.467
0.515	1.201	-4.472
0.516	1.211	-4.477
0.517	1.209	-4.482
0.518	1.219	-4.492
0.519	1.219	-4.497
0.520	1.222	-4.508
0.521	1.219	-4.510
0.522	1.229	-4.523
0.523	1.227	-4.520
0.524	1.234	-4.528
0.525	1.229	-4.533
0.526	1.232	-4.543
0.527	1.240	-4.543
0.528	1.237	-4.551
0.529	1.242	-4.554
0.530	1.242	-4.564
0.531	1.247	-4.566
0.532	1.255	-4.572
0.533	1.252	-4.577
0.534	1.260	-4.582
0.535	1.265	-4.579
0.536	1.265	-4.587
0.537	1.268	-4.587
0.538	1.275	-4.592
0.539	1.273	-4.602
0.540	1.275	-4.597
0.541	1.286	-4.610
0.542	1.283	-4.607
0.543	1.286	-4.610
0.544	1.291	-4.612
0.545	1.296	-4.620
0.546	1.301	-4.628
0.547	1.303	-4.625
0.548	1.303	-4.628
0.549	1.303	-4.635
0.550	1.308	-4.633
0.551	1.308	-4.635
0.552	1.314	-4.643
0.553	1.316	-4.646
0.554	1.314	-4.653
0.555	1.319	-4.653
0.556	1.314	-4.656
0.557	1.316	-4.671
0.558	1.324	-4.671
0.559	1.321	-4.679
0.560	1.326	-4.689
0.561	1.331	-4.692
0.562	1.329	-4.697
0.563	1.337	-4.704
0.564	1.339	-4.714
0.565	1.339	-4.717
0.566	1.349	-4.725
0.567	1.342	-4.725
0.568	1.352	-4.732
0.569	1.354	-4.732
0.570	1.354	-4.740
0.571	1.354	-4.753
0.572	1.360	-4.755
0.573	1.354	-4.760
0.574	1.354	-4.771
0.575	1.360	-4.776
0.576	1.357	-4.789
0.577	1.360	-4.786
0.578	1.362	-4.801
0.579	1.357	-4.809
0.580	1.362	-4.817
0.581	1.357	-4.827
0.582	1.360	-4.837
0.583	1.362	-4.842
0.584	1.362	-4.857
0.585	1.367	-4.863
0.586	1.370	-4.875
0.587	1.367	-4.883
0.588	1.370	-4.886
0.589	1.370	-4.896
0.590	1.372	-4.901
0.591	1.370	-4.914
0.592	1.372	-4.919
0.593	1.377	-4.924
0.594	1.377	-4.929
0.595	1.377	-4.942
0.596	1.377	-4.944
0.597	1.377	-4.960
0.598	1.380	-4.962
0.599	1.383	-4.970
0.600	1.383	-4.975
0.601	1.375	-4.983
0.602	1.383	-4.985
0.603	1.377	-4.995
0.604	1.375	-4.998
0.605	1.377	-5.006
0.606	1.380	-5.011
0.607	1.380	-5.016
0.608	1.377	-5.031
0.609	1.375	-5.029
0.610	1.383	-5.031
0.611	1.375	-5.034
0.612	1.380	-5.034
0.613	1.377	-5.041
0.614	1.383	-5.046
0.615	1.377	-5.041
0.616	1.383	-5.049
0.617	1.388	-5.049
0.618	1.385	-5.041
0.619	1.393	-5.046
0.620	1.393	-5.046
0.621	1.395	-5.039
0.622	1.395	-5.039
0.623	1.398	-5.031
0.624	1.398	-5.039
0.625	1.400	-5.023
0.626	1.406	-5.021
0.627	1.411	-5.018
0.628	1.411	-5.011
0.629	1.411	-5.006
0.630	1.413	-4.993
0.631	1.416	-4.988
0.632	1.416	-4.985
0.633	1.418	-4.975
0.634	1.416	-4.962
0.635	1.416	-4.960
0.636	1.426	-4.944
0.637	1.421	-4.939
0.638	1.426	-4.934
0.639	1.423	-4.916
0.640	1.423	-4.909
0.641	1.426	-4.898
0.642	1.428	-4.898
0.643	1.431	-4.875
0.644	1.434	-4.870
0.645	1.434	-4.857
0.646	1.434	-4.850
0.647	1.434	-4.834
0.648	1.439	-4.827
0.649	1.439	-4.806
0.650	1.441	-4.804
0.651	1.444	-4.781
0.652	1.446	-4.776
0.653	1.446	-4.755
0.654	1.446	-4.745
0.655	1.449	-4.732
0.656	1.457	-4.720
0.657	1.454	-4.704
0.658	1.462	-4.699
0.659	1.457	-4.681
0.660	1.459	-4.671
0.661	1.462	-4.661
0.662	1.462	-4.646
0.663	1.464	-4.638
0.664	1.462	-4.615
0.665	1.467	-4.607
0.666	1.462	-4.594
0.667	1.472	-4.589
0.668	1.474	-4.569
0.669	1.477	-4.564
0.670	1.477	-4.559
0.671	1.474	-4.541
0.672	1.480	-4.528
0.673	1.474	-4.515
0.674	1.482	-4.503
0.675	1.485	-4.495
0.676	1.487	-4.487
0.677	1.487	-4.477
0.678	1.490	-4.474
0.679	1.495	-4.462
0.680	1.492	-4.449
0.681	1.490	-4.444
0.682	1.497	-4.436
0.683	1.500	-4.434
0.684	1.495	-4.418
0.685	1.495	-4.411
0.686	1.497	-4.403
0.687	1.497	-4.398
0.688	1.497	-4.388
0.689	1.503	-4.388
0.690	1.510	-4.375
0.691	1.503	-4.375
0.692	1.513	-4.365
0.693	1.515	-4.347
0.694	1.513	-4.352
0.695	1.515	-4.342
0.696	1.520	-4.332
0.697	1.518	-4.329
0.698	1.525	-4.319
0.699	1.525	-4.319
0.700	1.528	-4.306
0.701	1.528	-4.303
0.702	1.528	-4.296
0.703	1.525	-4.286
0.704	1.533	-4.286
0.705	1.533	-4.278
0.706	1.528	-4.273
0.707	1.528	-4.268
0.708	1.528	-4.268
0.709	1.531	-4.255
0.710	1.531	-4.247
0.711	1.533	-4.242
0.712	1.533	-4.247
0.713	1.533	-4.227
0.714	1.533	-4.235
0.715	1.536	-4.219
0.716	1.536	-4.222
0.717	1.531	-4.209
0.718	1.538	-4.201
0.719	1.531	-4.201
0.720	1.533	-4.196
0.721	1.533	-4.181
0.722	1.533	-4.183
0.723	1.536	-4.176
0.724	1.541	-4.173
0.725	1.538	-4.163
0.726	1.538	-4.148
0.727	1.541	-4.145
0.728	1.548	-4.132
0.729	1.548	-4.125
0.730	1.554	-4.117
0.731	1.546	-4.104
0.732	1.554	-4.097
0.733	1.551	-4.092
0.734	1.556	-4.079
0.735	1.551	-4.066
0.736	1.561	-4.053
0.737	1.559	-4.046
0.738	1.561	-4.040
0.739	1.564	-4.025
0.740	1.566	-4.023
0.741	1.566	-4.010
0.742	1.566	-3.997
0.743	1.569	-3.989
0.744	1.571	-3.979
0.745	1.571	-3.977
0.746	1.574	-3.956
0.747	1.574	-3.951
0.748	1.574	-3.936
0.749	1.577	-3.931
0.750	1.579	-3.918
0.751	1.582	-3.913
0.752	1.584	-3.897
0.753	1.579	-3.887
0.754	1.587	-3.877
0.755	1.582	-3.867
0.756	1.584	-3.862
0.757	1.584	-3.849
0.758	1.589	-3.849
0.759	1.582	-3.836
0.760	1.584	-3.826
0.761	1.587	-3.823
0.762	1.587	-3.811
0.763	1.589	-3.808
0.764	1.597	-3.803
0.765	1.592	-3.793
0.766	1.600	-3.785
0.767	1.597	-3.778
0.768	1.602	-3.767
0.769	1.605	-3.762
0.770	1.605	-3.757
0.771	1.605	-3.752
0.772	1.610	-3.739
0.773	1.610	-3.739
0.774	1.610	-3.732
0.775	1.612	-3.734
0.776	1.612	-3.726
0.777	1.615	-3.716
0.778	1.620	-3.711
0.779	1.620	-3.711
0.780	1.622	-3.706
0.781	1.622	-3.703
0.782	1.625	-3.703
0.783	1.625	-3.698
0.784	1.622	-3.698
0.785	1.625	-3.691
0.786	1.620	-3.686
0.787	1.622	-3.686
0.788	1.622	-3.693
0.789	1.622	-3.688
0.790	1.622	-3.688
0.791	1.622	-3.683
0.792	1.622	-3.688
0.793	1.622	-3.693
0.794	1.617	-3.691
0.795	1.622	-3.688
0.796	1.620	-3.693
0.797	1.620	-3.693
0.798	1.620	-3.696
0.799	1.620	-3.698
0.800	1.620	-3.696
0.801	1.617	-3.701
0.802	1.622	-3.703
0.803	1.617	-3.698
0.804	1.620	-3.706
0.805	1.620	-3.703
0.806	1.620	-3.698
0.807	1.617	-3.703
0.808	1.617	-3.698
0.809	1.617	-3.709
0.810	1.617	-3.701
0.811	1.620	-3.701
0.812	1.615	-3.703
0.813	1.620	-3.703
0.814	1.617	-3.706
0.815	1.617	-3.703
0.816	1.617	-3.701
0.817	1.612	-3.701
0.818	1.612	-3.693
0.819	1.605	-3.686
0.820	1.607	-3.691
0.821	1.602	-3.691
0.822	1.600	-3.693
0.823	1.597	-3.678
0.824	1.594	-3.675
0.825	1.594	-3.673
0.826	1.584	-3.668
0.827	1.589	-3.658
0.828	1.582	-3.655
0.829	1.582	-3.650
0.830	1.579	-3.637
0.831	1.577	-3.637
0.832	1.574	-3.619
0.833	1.569	-3.617
0.834	1.571	-3.601
0.835	1.564	-3.594
0.836	1.561	-3.576
0.837	1.559	-3.563
0.838	1.556	-3.550
0.839	1.556	-3.540
0.840	1.556	-3.522
0.841	1.551	-3.509
0.842	1.546	-3.484
0.843	1.548	-3.474
0.844	1.538	-3.448
0.845	1.536	-3.428
0.846	1.538	-3.412
0.847	1.533	-3.389
0.848	1.528	-3.372
0.849	1.523	-3.343
0.850	1.515	-3.328
0.851	1.515	-3.298
0.852	1.508	-3.277
0.853	1.508	-3.257
0.854	1.497	-3.229
0.855	1.495	-3.211
0.856	1.482	-3.180
0.857	1.485	-3.162
0.858	1.472	-3.139
0.859	1.474	-3.111
0.860	1.464	-3.088
0.861	1.464	-3.060
0.862	1.454	-3.029
0.863	1.446	-3.012
0.864	1.444	-2.981
0.865	1.439	-2.961
0.866	1.439	-2.935
0.867	1.434	-2.907
0.868	1.428	-2.879
0.869	1.421	-2.856
0.870	1.416	-2.828
0.871	1.413	-2.795
0.872	1.411	-2.772
0.873	1.400	-2.744
0.874	1.400	-2.718
0.875	1.395	-2.685
0.876	1.385	-2.659
0.877	1.385	-2.634
0.878	1.372	-2.613
0.879	1.367	-2.593
0.880	1.362	-2.565
0.881	1.357	-2.549
0.882	1.347	-2.524
0.883	1.342	-2.509
0.884	1.334	-2.478
0.885	1.329	-2.468
0.886	1.331	-2.442
0.887	1.319	-2.427
0.888	1.321	-2.401
0.889	1.314	-2.378
0.890	1.316	-2.358
0.891	1.303	-2.340
0.892	1.306	-2.327
0.893	1.296	-2.304
0.894	1.293	-2.289
0.895	1.293	-2.271
0.896	1.288	-2.264
0.897	1.283	-2.243
0.898	1.280	-2.235
0.899	1.275	-2.220
0.900	1.265	-2.207
0.901	1.268	-2.189
0.902	1.257	-2.182
0.903	1.263	-2.174
0.904	1.250	-2.161
0.905	1.252	-2.151
0.906	1.245	-2.141
0.907	1.242	-2.131
0.908	1.240	-2.131
0.909	1.240	-2.121
0.910	1.232	-2.110
0.911	1.232	-2.108
0.912	1.229	-2.100
0.913	1.229	-2.098
0.914	1.222	-2.090
0.915	1.224	-2.082
0.916	1.222	-2.082
0.917	1.217	-2.080
0.918	1.214	-2.082
0.919	1.217	-2.070
0.920	1.217	-2.070
0.921	1.222	-2.070
0.922	1.214	-2.064
0.923	1.222	-2.059
0.924	1.222	-2.052
0.925	1.222	-2.054
0.926	1.222	-2.052
0.927	1.224	-2.039
0.928	1.229	-2.039
0.929	1.227	-2.031
0.930	1.234	-2.031
0.931	1.232	-2.026
0.932	1.229	-2.026
0.933	1.237	-2.021
0.934	1.242	-2.011
0.935	1.245	-2.013
0.936	1.242	-2.011
0.937	1.242	-2.003
0.938	1.250	-2.003
0.939	1.250	-1.998
0.940	1.260	-2.001
0.941	1.255	-1.995
0.942	1.265	-1.993
0.943	1.260	-1.993
0.944	1.270	-1.988
0.945	1.273	-1.983
0.946	1.278	-1.978
0.947	1.280	-1.972
0.948	1.286	-1.970
0.949	1.291	-1.967
0.950	1.293	-1.962
0.951	1.301	-1.950
0.952	1.301	-1.955
0.953	1.306	-1.947
0.954	1.308	-1.947
0.955	1.316	-1.939
0.956	1.321	-1.942
0.957	1.324	-1.929
0.958	1.324	-1.927
0.959	1.334	-1.927
0.960	1.334	-1.921
0.961	1.342	-1.919
0.962	1.344	-1.914
0.963	1.344	-1.919
0.964	1.349	-1.914
0.965	1.354	-1.916
0.966	1.352	-1.909
0.967	1.360	-1.906
0.968	1.362	-1.911
0.969	1.365	-1.914
0.970	1.372	-1.909
0.971	1.375	-1.914
0.972	1.385	-1.909
0.973	1.385	-1.914
0.974	1.395	-1.911
0.975	1.393	-1.911
0.976	1.403	-1.914
0.977	1.406	-1.916
0.978	1.408	-1.927
0.979	1.413	-1.919
0.980	1.421	-1.927
0.981	1.418	-1.927
0.982	1.426	-1.929
0.983	1.426	-1.937
0.984	1.436	-1.939
0.985	1.436	-1.939
0.986	1.441	-1.957
0.987	1.444	-1.960
0.988	1.446	-1.972
0.989	1.451	-1.967
0.990	1.451	-1.988
0.991	1.454	-1.993
0.992	1.457	-2.008
0.993	1.451	-2.008
0.994	1.462	-2.029
0.995	1.454	-2.041
0.996	1.464	-2.054
0.997	1.462	-2.059
0.998	1.469	-2.077
0.999	1.464	-2.082
